,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary
2762,551,2,0,32,4,0.0,2,1,0,53420.53
2763,674,0,0,45,7,142072.02,1,1,0,37013.29
2764,525,0,1,25,6,0.0,2,1,0,89566.64
2765,645,1,0,33,8,149564.61,1,0,0,149913.84
2766,755,0,1,43,9,0.0,2,1,0,18066.69
2767,708,1,0,37,8,153366.13,1,1,1,26912.34
2768,715,0,0,21,6,76467.16,1,1,1,173511.72
2769,727,0,1,26,9,121508.28,1,1,1,146785.44
2770,559,2,1,27,1,0.0,1,0,1,1050.33
2771,545,2,0,36,8,73211.12,2,1,0,89587.34
2772,524,0,0,22,9,0.0,2,1,0,74405.34
2773,707,0,1,55,1,0.0,2,0,1,54409.48
2774,671,2,0,38,0,92674.94,2,1,0,3647.57
2775,439,2,0,52,3,96196.24,4,1,0,198874.52
2776,667,1,1,36,1,114391.62,1,1,1,53412.54
2777,831,1,0,32,9,80262.66,1,1,0,194867.78
2778,545,2,1,33,7,173331.52,1,1,0,150452.88
2779,604,2,1,35,7,147285.52,1,1,1,57807.05
2780,487,2,1,36,1,140137.15,1,1,0,194073.33
2781,750,1,1,52,6,107467.56,1,1,0,126233.18
2782,694,1,1,37,8,98218.04,2,1,0,182354.46
2783,711,1,1,35,2,133607.75,1,1,1,120586.32
2784,551,0,0,37,3,0.0,2,1,1,50578.4
2785,559,0,1,38,8,95139.41,1,1,1,86575.46
2786,620,0,1,29,3,0.0,2,0,1,153392.28
2787,660,2,0,42,5,0.0,2,1,0,115509.59
2788,449,0,1,37,6,0.0,2,1,0,82176.48
2789,703,1,1,26,1,97331.19,1,1,0,63717.49
2790,795,1,0,37,2,139265.63,2,1,1,198745.94
2791,594,0,1,31,9,0.0,1,0,1,5719.11
2792,586,2,0,34,5,168094.01,1,0,0,20058.61
2793,613,1,1,30,5,131563.88,2,1,0,170638.98
2794,601,0,0,44,3,0.0,2,1,0,30607.11
2795,657,0,0,50,9,0.0,2,0,0,37171.46
2796,531,0,0,31,3,0.0,1,1,1,42589.33
2797,621,1,0,47,7,107363.29,1,1,1,66799.28
2798,782,0,1,33,2,94493.03,1,0,1,101866.39
2799,528,1,1,29,9,170214.23,2,1,0,49284.0
2800,696,0,0,52,6,139781.06,1,1,0,27445.4
2801,586,0,1,35,7,0.0,2,1,0,70760.69
2802,626,2,1,26,8,148610.41,3,0,1,104502.02
2803,691,0,1,33,1,128306.83,1,1,1,113580.79
2804,568,0,1,47,7,0.0,2,1,1,45978.39
2805,715,0,1,35,3,0.0,1,1,1,152012.36
2806,680,1,0,32,7,175454.0,1,0,1,77349.92
2807,802,2,0,41,6,0.0,2,1,0,47322.05
2808,539,0,1,22,0,100885.93,2,1,1,38772.65
2809,594,1,0,38,6,63176.44,2,1,1,14466.08
2810,596,0,0,33,2,139451.67,1,0,0,63142.12
2811,649,0,1,52,8,49113.75,1,1,0,41858.43
2812,699,1,0,32,1,123906.22,3,1,1,127443.82
2813,787,0,1,40,6,0.0,2,1,1,84151.98
2814,604,0,0,28,7,0.0,2,0,0,58595.64
2815,489,1,1,52,1,131441.51,1,1,0,37240.11
2816,651,0,0,56,2,0.0,1,1,0,114522.68
2817,698,0,0,57,6,136325.48,2,1,1,72549.27
2818,578,1,1,38,4,113150.44,2,1,0,176712.59
2819,538,2,1,42,9,0.0,1,0,0,152855.96
2820,696,0,1,33,4,0.0,2,1,1,73371.65
2821,507,1,1,46,8,102785.16,1,1,1,70323.68
2822,685,2,0,34,6,83264.28,1,0,0,9663.28
2823,705,1,0,41,4,72252.64,2,1,1,142514.66
2824,499,1,1,29,6,148051.52,1,1,0,118623.94
2825,632,0,0,32,6,111589.33,1,1,1,170382.99
2826,668,1,1,39,0,122104.79,1,1,0,112946.67
2827,744,1,0,32,4,96106.83,1,1,1,79812.77
2828,663,1,0,42,7,115930.87,1,1,0,19862.78
2829,638,1,1,37,7,124513.66,2,1,0,158610.89
2830,688,0,1,54,9,0.0,1,1,0,191212.63
2831,588,2,0,46,8,0.0,1,1,0,61931.21
2832,631,0,0,33,7,0.0,1,1,1,58043.02
2833,687,2,0,35,8,100988.39,2,1,0,22247.27
2834,599,0,0,44,10,118577.24,1,1,1,31448.52
2835,718,2,0,28,6,0.0,2,1,0,146875.86
2836,730,0,0,27,5,0.0,2,1,1,116081.93
2837,533,0,1,39,2,0.0,1,0,1,73669.94
2838,711,2,1,28,5,0.0,2,1,1,93959.96
2839,555,2,1,26,9,0.0,2,0,1,158918.03
2840,850,0,1,42,9,113311.11,1,1,1,198193.75
2841,678,0,1,41,9,0.0,1,0,0,13160.03
2842,576,0,0,32,7,0.0,2,1,0,4660.91
2843,835,1,0,20,4,124365.42,1,0,0,180197.74
2844,592,0,0,42,1,147249.29,2,1,1,63023.02
2845,774,0,0,36,7,103688.19,1,0,1,118971.74
2846,620,0,1,29,1,138740.24,2,0,0,154700.61
2847,519,2,0,39,4,111900.14,1,1,1,97577.17
2848,734,2,1,37,0,152760.24,1,1,1,48990.5
2849,763,1,0,31,7,143966.3,2,1,1,140262.96
2850,733,0,0,51,10,141556.96,1,1,0,130189.53
2851,650,0,1,43,6,0.0,2,1,1,16301.91
2852,538,0,1,33,5,0.0,2,1,0,126962.41
2853,577,0,1,46,1,0.0,1,1,1,158750.53
2854,792,0,0,30,8,0.0,2,1,0,199644.2
2855,686,0,1,41,10,0.0,1,1,1,144272.71
2856,589,0,0,29,2,0.0,2,0,1,98320.27
2857,530,0,0,25,9,162560.32,1,1,0,64129.03
2858,778,1,1,29,7,123229.46,1,1,0,181221.09
2859,616,2,0,31,7,76665.71,2,1,1,163809.08
2860,550,0,0,38,9,140278.99,3,1,1,171457.06
2861,655,0,1,51,3,0.0,2,0,1,15801.02
2862,721,0,0,46,1,115764.32,2,0,0,102950.79
2863,499,1,0,36,5,131142.53,2,1,0,174918.46
2864,511,0,0,45,5,68375.27,1,1,0,193160.25
2865,579,1,1,39,5,117833.3,3,0,0,5831.0
2866,696,2,1,36,7,0.0,2,1,1,82298.59
2867,681,0,0,34,7,0.0,2,0,0,130686.59
2868,815,0,0,45,7,0.0,1,0,1,52885.23
2869,681,2,0,30,2,111093.01,1,1,0,68985.99
2870,641,2,0,42,9,132657.55,1,1,0,35367.19
2871,591,0,1,56,9,128882.49,1,1,1,196241.94
2872,565,1,0,59,9,69129.59,1,1,1,170705.53
2873,487,0,0,37,6,0.0,2,1,1,126477.41
2874,729,0,0,39,4,121404.64,1,1,1,159618.17
2875,505,2,1,45,9,131355.3,3,1,0,195395.33
2876,580,0,1,35,1,102097.33,1,0,1,168285.85
2877,642,0,0,40,1,154863.15,1,1,1,138052.51
2878,850,2,1,41,3,99945.93,2,1,0,71179.31
2879,616,1,0,39,2,121704.32,2,1,0,55556.3
2880,526,2,1,43,3,0.0,2,1,0,31705.19
2881,523,1,0,35,8,138782.76,1,1,1,186118.93
2882,663,0,0,35,9,0.0,2,1,1,195580.28
2883,840,0,0,30,8,136291.71,1,1,0,54113.38
2884,570,1,0,42,0,107856.57,2,1,0,127528.84
2885,676,1,1,26,1,108348.66,1,0,0,60231.74
2886,689,0,0,47,1,93871.95,3,1,0,156878.42
2887,703,2,1,45,1,0.0,1,1,0,182784.11
2888,491,1,0,19,2,125860.2,1,0,0,129690.5
2889,584,0,0,49,8,172713.44,1,1,0,113860.81
2890,810,0,1,51,5,0.0,2,0,1,184524.74
2891,745,2,1,59,8,0.0,1,1,1,36124.98
2892,625,0,1,39,3,130786.92,1,0,1,121316.07
2893,535,0,1,29,2,112367.34,1,1,0,185630.76
2894,729,2,1,45,7,91091.06,2,1,0,71133.12
2895,655,0,1,26,7,106198.5,1,0,1,32020.42
2896,751,0,0,47,5,142669.93,2,1,0,162760.96
2897,525,0,0,33,1,112833.35,1,0,1,175178.56
2898,532,0,1,40,5,0.0,2,0,1,177099.71
2899,696,2,1,43,4,0.0,2,1,1,66406.37
2900,786,1,1,32,2,104336.43,2,0,0,59559.81
2901,580,0,0,55,6,104305.74,1,0,1,175750.21
2902,596,1,0,47,5,140187.1,2,1,1,174311.3
2903,683,0,0,39,4,0.0,2,1,0,171716.81
2904,747,0,1,45,1,114959.12,1,1,0,189362.39
2905,602,0,0,33,5,164704.38,1,0,1,180716.1
2906,779,0,0,62,10,119096.55,1,0,1,116977.89
2907,551,0,0,31,1,0.0,2,1,1,185105.44
2908,666,0,0,47,2,0.0,1,1,0,35046.97
2909,526,2,0,30,8,0.0,1,1,0,36251.0
2910,849,0,1,41,9,115465.28,1,1,0,103174.5
2911,471,0,1,27,4,0.0,2,1,0,122642.09
2912,628,2,0,43,3,184926.61,1,1,0,122937.57
2913,674,1,0,43,8,85957.88,2,1,0,8757.39
2914,797,0,0,32,10,114084.6,1,0,1,125782.29
2915,590,2,1,29,2,166930.76,2,1,0,122487.73
2916,588,0,1,27,8,0.0,1,1,0,20066.38
2917,577,0,0,29,7,0.0,2,1,1,55473.15
2918,571,0,1,38,6,107193.82,2,0,0,38962.94
2919,680,0,0,36,3,116275.12,1,1,1,63795.8
2920,648,2,1,27,7,0.0,2,1,1,163060.43
2921,618,0,0,39,2,91068.56,1,1,0,26578.69
2922,648,1,0,41,5,123049.21,1,0,1,5066.76
2923,759,0,1,39,6,0.0,2,1,1,140497.67
2924,585,0,0,40,7,0.0,2,0,0,146156.98
2925,774,0,1,42,3,137781.65,1,0,0,199316.19
2926,697,1,1,48,2,108128.96,2,1,1,103944.37
2927,605,2,0,39,10,105317.73,2,1,0,138021.36
2928,676,0,0,20,1,80569.73,1,0,0,68621.98
2929,678,0,1,22,4,174852.89,1,1,1,28149.06
2930,495,2,1,45,3,89158.94,3,1,0,135169.76
2931,770,0,0,36,2,89800.14,1,1,1,105922.69
2932,817,1,0,45,9,101207.75,1,0,0,88211.12
2933,659,0,0,43,1,106086.42,2,1,0,26900.63
2934,693,0,0,21,1,0.0,2,1,1,3494.02
2935,744,0,0,47,9,0.0,2,1,0,113163.17
2936,829,2,1,26,8,101440.36,2,1,1,19324.5
2937,716,0,0,38,4,0.0,2,1,0,189678.7
2938,671,0,0,34,7,106603.74,2,1,1,26387.71
2939,835,1,1,29,10,130420.2,2,0,0,106276.55
2940,636,0,1,38,1,0.0,1,1,0,45015.38
2941,649,2,0,29,2,45022.23,1,1,1,173495.77
2942,621,1,0,27,1,74298.43,1,1,1,52581.96
2943,658,1,1,31,3,133003.03,1,0,1,146339.27
2944,784,2,0,48,7,0.0,2,1,1,182609.97
2945,783,2,1,37,1,136689.66,1,1,0,197890.65
2946,615,0,0,32,4,0.0,2,1,1,6225.63
2947,791,0,1,44,5,0.0,2,1,1,123977.86
2948,762,0,0,53,1,102520.37,1,1,1,170195.4
2949,607,0,0,35,2,0.0,2,1,1,114190.3
2950,601,0,1,34,5,0.0,2,1,0,27022.57
2951,812,0,0,44,4,115049.15,2,1,0,165038.41
2952,685,0,0,58,1,104796.54,1,1,1,154181.41
2953,680,0,0,33,1,123082.08,1,1,0,134960.98
2954,680,2,1,58,8,0.0,2,1,1,65708.5
2955,631,0,1,33,8,0.0,2,0,0,117374.22
2956,569,0,1,43,7,0.0,2,1,1,77703.19
2957,584,1,0,33,3,88311.48,2,1,1,177651.38
2958,582,0,1,40,9,0.0,3,1,1,60954.45
2959,609,0,0,32,7,71872.19,1,1,1,151924.9
2960,506,2,0,35,6,110046.93,2,1,0,26318.73
2961,503,0,0,42,8,104430.08,1,1,1,147557.71
2962,503,0,1,28,5,0.0,2,1,0,125918.17
2963,806,1,0,31,10,138653.51,1,1,0,190803.37
2964,653,0,1,31,7,102575.04,1,1,1,11043.54
2965,666,0,0,43,7,137780.74,2,1,1,119100.05
2966,674,2,0,32,2,0.0,2,1,0,140579.17
2967,798,0,0,32,7,0.0,2,0,1,37731.95
2968,740,0,1,30,8,105209.54,1,1,0,1852.58
2969,531,1,1,32,0,109570.21,2,1,1,172049.84
2970,614,1,1,44,6,118715.86,1,1,0,133591.11
2971,556,0,0,35,10,0.0,2,1,1,192751.18
2972,678,1,1,43,2,153393.18,2,1,1,193828.27
2973,587,1,0,33,6,132603.36,1,1,0,55775.72
2974,527,2,1,36,6,0.0,2,1,1,102280.29
2975,757,1,1,34,1,129398.01,2,0,0,44965.44
2976,468,2,0,28,3,0.0,2,1,0,170661.02
2977,693,0,0,29,2,151352.74,1,0,0,197145.89
2978,483,0,1,44,5,136836.49,1,1,0,192359.9
2979,466,0,0,40,4,91592.06,1,1,0,141210.18
2980,770,0,1,30,8,0.0,2,1,0,100557.03
2981,734,0,1,54,3,0.0,1,1,0,130805.54
2982,716,0,1,22,8,0.0,2,1,1,92606.98
2983,439,0,0,36,2,165536.28,2,1,1,123956.83
2984,538,1,0,25,5,62482.95,1,1,1,102758.43
2985,743,0,0,40,8,68155.59,1,1,0,94876.65
2986,734,2,1,43,3,55853.33,2,0,1,94811.85
2987,656,0,0,37,2,0.0,2,0,1,67840.81
2988,666,0,1,31,2,79589.43,1,0,0,4050.57
2989,627,2,0,41,5,100880.76,1,0,1,134665.25
2990,480,1,1,25,3,174330.35,2,0,0,181647.13
2991,792,0,0,19,7,143390.51,1,1,0,33282.84
2992,613,1,0,59,8,91415.76,1,0,0,27965.0
2993,476,1,0,30,3,134366.42,1,1,0,68343.53
2994,539,0,1,24,3,0.0,2,1,1,198161.07
2995,696,2,0,60,8,88786.81,1,1,1,196858.4
2996,810,1,0,35,3,96814.46,2,1,1,120511.03
2997,763,1,0,32,9,160680.41,1,1,0,30886.35
2998,640,0,1,29,3,0.0,2,1,0,2743.69
2999,655,0,1,47,10,0.0,2,1,0,167778.62
3000,526,1,0,31,5,145537.21,1,1,0,132404.64
3001,678,0,1,28,4,0.0,2,1,1,144423.17
3002,554,0,1,45,6,0.0,2,1,1,181204.5
3003,597,2,1,30,2,119370.11,1,1,1,182726.22
3004,560,2,1,28,1,0.0,2,1,1,120880.72
3005,850,1,1,47,10,134381.52,1,0,0,26812.89
3006,623,1,0,42,1,149332.48,2,1,0,100834.22
3007,698,0,1,40,7,105061.74,3,1,0,107815.31
3008,620,0,0,32,7,0.0,2,1,1,34665.79
3009,619,0,1,40,10,0.0,1,1,1,147093.84
3010,561,0,0,21,4,0.0,1,1,1,36942.35
3011,753,0,1,39,7,155062.8,1,1,1,16460.77
3012,721,2,0,43,3,88798.34,1,0,0,45610.63
3013,451,0,0,33,6,0.0,2,1,0,184954.11
3014,680,1,1,51,5,143139.87,1,0,0,47795.43
3015,590,2,1,23,7,0.0,2,1,0,196789.9
3016,634,1,0,27,3,107027.52,1,1,0,173425.68
3017,676,0,0,29,4,140720.93,1,1,0,36221.18
3018,642,0,0,30,8,80964.57,2,1,0,174738.2
3019,760,0,0,39,6,178585.46,1,1,0,67131.3
3020,736,2,1,26,4,135889.13,1,1,1,165692.03
3021,656,0,0,43,7,134919.85,1,1,0,194691.95
3022,776,1,0,33,8,115130.34,1,0,0,129525.5
3023,832,2,1,34,6,138190.13,2,0,1,146511.2
3024,631,1,0,37,9,131519.49,2,1,1,51752.18
3025,795,2,1,56,5,0.0,1,1,0,35418.69
3026,648,1,1,39,3,126935.98,2,0,1,57995.74
3027,615,0,0,39,4,133707.09,1,1,1,108152.75
3028,682,0,1,27,1,97893.2,1,1,0,166144.98
3029,694,0,0,34,5,127900.03,1,1,0,101737.8
3030,694,0,0,37,10,143835.47,1,0,1,33326.71
3031,607,0,0,44,0,0.0,2,1,1,81140.09
3032,664,0,0,48,10,0.0,1,1,0,140173.17
3033,756,0,0,60,2,0.0,1,1,1,166513.49
3034,645,0,1,40,3,129596.77,1,1,1,103232.6
3035,653,2,0,30,4,0.0,2,1,0,120736.04
3036,710,1,1,24,2,110407.44,2,0,0,15832.43
3037,619,1,1,41,8,142015.76,2,1,0,114323.66
3038,648,2,0,55,1,81370.07,1,0,1,181534.04
3039,482,1,1,48,2,69329.47,1,0,0,102640.52
3040,548,0,1,28,8,116755.5,2,1,1,158585.17
3041,752,2,0,44,6,83870.33,1,1,0,178722.24
3042,648,0,1,39,6,130694.89,2,1,1,153955.38
3043,643,2,1,34,8,117451.47,1,1,0,65374.86
3044,573,1,1,35,9,206868.78,2,0,1,102986.15
3045,686,0,1,39,3,111695.62,1,0,0,136643.84
3046,644,0,1,40,9,137285.26,4,1,0,77063.63
3047,702,0,1,29,6,149218.39,1,1,1,9633.01
3048,652,0,0,51,7,0.0,2,0,1,43496.36
3049,641,2,0,32,7,0.0,2,1,1,24267.28
3050,692,1,1,41,8,130701.29,1,1,0,59354.24
3051,574,2,0,34,5,0.0,2,0,0,28269.86
3052,643,0,1,31,3,167949.48,1,1,0,143162.34
3053,834,0,0,23,4,131254.81,1,1,0,20199.3
3054,591,0,0,28,5,0.0,2,1,1,48606.92
3055,470,2,0,34,9,0.0,2,0,1,89013.67
3056,608,2,0,34,7,86656.13,1,0,1,59890.29
3057,649,1,1,37,8,114737.26,1,1,1,106655.88
3058,665,0,1,38,5,0.0,2,1,0,156439.56
3059,651,0,1,39,6,0.0,1,1,0,24176.44
3060,555,1,0,62,4,119817.33,1,0,1,43507.1
3061,637,0,1,48,7,130806.99,2,1,1,132005.85
3062,675,0,1,49,0,0.0,1,1,1,80496.71
3063,677,2,0,40,5,0.0,2,1,0,88947.56
3064,850,1,1,35,2,80931.75,1,0,0,12639.67
3065,815,0,1,56,3,0.0,3,1,1,94248.16
3066,665,1,0,32,1,132178.67,1,0,0,11865.76
3067,485,0,1,27,3,0.0,2,1,0,141449.86
3068,577,2,0,43,6,0.0,2,1,1,149457.81
3069,586,0,1,35,7,164769.02,3,1,0,119814.25
3070,722,1,0,29,1,107233.85,2,1,0,24924.92
3071,528,0,1,27,7,176227.07,2,0,1,139481.53
3072,542,0,1,39,4,109949.39,2,1,1,41268.65
3073,552,0,1,34,5,0.0,2,1,1,1351.41
3074,678,0,1,60,10,117738.81,1,1,0,147489.76
3075,575,2,1,37,9,133292.45,1,1,0,111175.09
3076,669,0,1,43,1,160474.59,1,1,1,95963.14
3077,636,0,0,43,6,0.0,2,1,0,43128.95
3078,667,1,0,55,9,154393.43,1,1,1,137674.96
3079,652,1,1,45,9,110827.49,1,1,1,153383.54
3080,637,1,1,36,10,145750.45,2,1,1,96660.76
3081,516,2,1,45,8,109044.3,1,0,1,115818.16
3082,801,0,1,32,4,75170.54,1,1,1,37898.5
3083,692,0,1,42,2,0.0,2,1,0,145222.93
3084,585,0,1,28,6,105795.9,1,1,1,41219.09
3085,590,0,0,32,5,0.0,2,1,0,59249.83
3086,659,0,1,49,1,0.0,1,1,0,116249.72
3087,690,0,1,26,3,118097.87,1,1,0,61257.83
3088,697,1,0,29,0,172693.54,1,0,0,141798.98
3089,610,0,0,36,4,129440.3,2,1,0,102638.35
3090,599,2,0,36,4,0.0,2,0,0,13210.56
3091,544,0,0,23,1,96471.2,1,1,0,35550.97
3092,548,0,1,46,1,0.0,1,1,1,104469.06
3093,635,2,0,24,4,140197.18,1,1,1,142935.83
3094,722,0,0,20,6,0.0,2,1,0,195486.28
3095,564,0,1,33,4,135946.26,1,1,0,63170.0
3096,547,1,0,50,3,81290.02,3,0,1,177747.03
3097,850,0,1,42,8,0.0,1,1,0,19632.64
3098,515,1,0,60,9,113715.36,1,1,0,18424.24
3099,667,2,0,56,2,168883.08,1,0,1,18897.78
3100,607,1,0,36,8,143421.74,1,1,0,97879.02
3101,525,0,0,26,7,153644.39,1,1,1,63197.88
3102,606,2,1,53,1,109330.06,1,1,1,75860.01
3103,686,1,1,27,1,115095.88,2,0,0,78622.46
3104,611,0,0,35,10,0.0,1,1,1,23598.23
3105,827,2,0,46,1,183276.32,1,1,1,13460.27
3106,572,0,0,33,9,68193.72,1,1,0,19998.31
3107,726,0,1,32,8,0.0,2,0,0,185075.63
3108,579,1,0,31,6,139729.54,1,0,1,135815.38
3109,598,2,1,56,4,98365.33,1,1,1,44251.33
3110,663,0,0,36,10,0.0,2,1,0,136349.55
3111,505,1,1,37,10,122453.97,2,1,1,52693.99
3112,576,1,0,30,7,132174.41,2,0,0,93767.03
3113,555,2,1,24,2,0.0,2,0,1,197866.55
3114,524,0,0,30,1,0.0,2,1,0,126812.85
3115,776,2,0,39,2,104349.45,1,0,0,79503.05
3116,645,1,1,41,2,138881.04,1,1,0,129936.53
3117,850,1,1,32,0,116968.91,1,0,0,175094.62
3118,603,1,0,35,1,105346.03,2,1,1,130379.5
3119,691,0,0,26,9,136623.19,1,1,0,153228.0
3120,583,0,1,29,10,0.0,2,1,1,111285.85
3121,679,0,1,33,6,0.0,2,1,1,98015.85
3122,646,0,0,36,6,124445.52,1,1,0,88481.32
3123,559,0,1,34,5,68999.66,2,1,1,66879.27
3124,595,2,0,36,6,85768.42,1,1,1,24802.77
3125,527,0,0,47,1,0.0,1,1,0,21312.16
3126,684,2,0,34,9,100628.0,2,1,1,190263.78
3127,673,2,1,32,0,0.0,1,1,1,72873.33
3128,802,2,0,38,7,0.0,2,0,1,57764.65
3129,675,0,0,54,6,0.0,1,1,0,110273.84
3130,762,2,1,19,6,0.0,2,1,0,55500.17
3131,580,0,0,50,0,125647.36,1,1,0,57541.08
3132,621,1,1,31,8,100375.39,1,1,1,90384.26
3133,411,0,1,36,10,0.0,1,0,0,120694.35
3134,815,0,0,24,7,171922.72,1,0,1,178028.96
3135,631,1,1,32,2,146810.99,2,1,1,180990.29
3136,514,1,1,45,3,109032.23,1,0,1,155407.21
3137,638,0,0,57,6,0.0,1,1,0,33676.48
3138,791,2,0,25,7,0.0,1,1,0,89666.28
3139,516,0,0,35,5,128653.59,1,1,0,127558.26
3140,734,0,0,37,3,80387.81,1,0,1,77272.62
3141,611,0,0,58,8,0.0,2,0,1,107665.68
3142,850,1,0,43,0,108508.82,3,1,0,184044.8
3143,641,0,0,31,10,155978.17,1,1,0,91510.71
3144,585,0,1,38,5,0.0,1,1,1,87363.56
3145,552,1,0,50,4,121175.56,1,1,0,117505.07
3146,507,0,1,29,4,89349.47,2,0,0,180626.68
3147,735,2,0,38,7,86131.71,2,0,0,93478.96
3148,707,0,1,58,3,102346.86,1,1,1,114672.64
3149,698,1,1,36,7,121263.62,1,1,1,13387.88
3150,841,0,0,31,2,0.0,2,1,0,173240.52
3151,688,2,1,33,2,0.0,1,0,0,27557.18
3152,614,0,0,51,3,0.0,2,1,1,5552.37
3153,511,1,0,48,6,149726.08,1,0,0,88307.87
3154,447,0,0,43,2,0.0,2,1,0,33879.26
3155,738,0,0,35,5,161274.05,2,1,0,181429.87
3156,422,0,1,33,2,0.0,2,1,0,102655.31
3157,537,2,0,30,1,103138.17,1,1,1,96555.42
3158,707,1,1,40,3,109628.44,1,1,0,189366.03
3159,690,0,0,54,5,0.0,1,1,0,12847.61
3160,664,1,0,33,7,97286.16,2,1,0,143433.33
3161,850,0,1,33,7,118004.26,1,1,0,183983.82
3162,584,2,0,32,9,85534.83,1,0,0,169137.24
3163,728,0,1,59,4,0.0,1,1,1,163365.85
3164,560,2,1,43,4,95140.44,2,1,0,123181.44
3165,629,0,1,31,6,0.0,1,1,1,16447.6
3166,658,0,0,25,3,0.0,2,0,1,173948.4
3167,794,1,1,54,1,75900.84,1,1,1,192154.66
3168,790,0,1,41,2,126619.27,1,1,0,198224.38
3169,640,0,0,44,7,111833.47,1,1,0,67202.74
3170,652,2,0,37,7,0.0,2,1,0,68789.93
3171,583,0,1,57,3,238387.56,1,0,1,147964.99
3172,775,0,1,32,2,108698.96,2,1,1,161069.73
3173,584,0,1,39,2,112687.69,1,1,1,127749.61
3174,635,1,1,48,4,81556.89,2,1,0,191914.37
3175,814,0,0,48,9,136596.85,1,1,1,185791.9
3176,735,1,1,43,9,98807.45,1,0,0,184570.04
3177,678,0,1,31,1,0.0,2,0,1,130446.65
3178,693,0,0,37,1,0.0,2,1,1,82867.55
3179,640,0,1,30,6,107499.7,1,1,1,187632.22
3180,773,2,1,23,8,0.0,2,1,0,56759.79
3181,736,0,1,30,9,0.0,2,1,0,34180.33
3182,693,0,1,28,8,0.0,2,1,1,158545.25
3183,496,0,1,41,1,176024.05,2,1,0,182337.98
3184,751,0,1,39,3,0.0,2,1,1,84175.34
3185,528,1,0,39,0,127631.62,1,0,1,22197.8
3186,754,2,1,19,9,0.0,1,1,0,189641.11
3187,568,1,1,26,10,109819.16,2,1,0,154491.39
3188,592,2,1,41,2,138734.94,1,1,0,90020.74
3189,558,1,0,25,10,111363.1,2,1,0,197264.35
3190,825,0,0,34,9,0.0,2,1,1,31933.06
3191,677,1,0,28,0,143988.0,2,1,0,8755.69
3192,653,0,0,34,5,118838.75,1,1,1,52820.13
3193,593,2,0,35,4,161637.75,1,1,1,20008.46
3194,632,0,1,44,3,133793.89,1,1,1,34607.14
3195,601,1,0,35,8,71553.83,1,1,0,177384.45
3196,786,0,1,62,8,0.0,1,1,1,165702.64
3197,654,0,1,40,3,0.0,2,1,0,167889.1
3198,572,0,1,38,7,0.0,2,1,1,133122.62
3199,813,0,1,62,10,64667.95,2,0,1,140454.14
3200,523,0,1,28,2,121164.11,1,1,1,59938.81
3201,506,2,0,50,3,0.0,2,1,0,12016.79
3202,664,0,1,31,7,104158.84,1,1,0,134169.85
3203,684,0,0,54,6,0.0,2,1,1,94888.6
3204,527,0,1,25,6,0.0,2,0,1,96758.58
3205,666,0,0,53,5,64646.7,1,1,0,128019.48
3206,629,0,1,40,6,0.0,2,1,1,139356.3
3207,430,0,0,35,1,118894.22,1,0,0,2923.61
3208,712,0,0,24,2,0.0,1,0,1,121232.51
3209,682,0,0,30,9,0.0,2,1,1,2053.42
3210,634,0,1,41,8,68213.99,1,1,1,6382.46
3211,487,2,1,31,1,0.0,2,1,0,158750.13
3212,808,2,0,47,8,139196.0,1,0,1,74028.36
3213,527,0,1,32,7,0.0,2,1,1,44099.75
3214,637,1,0,50,4,126345.55,1,0,1,17323.0
3215,802,2,0,40,5,0.0,2,1,1,175043.69
3216,529,0,1,38,2,0.0,1,1,0,146388.85
3217,850,0,1,43,3,0.0,2,0,0,2465.8
3218,738,0,0,18,4,0.0,2,1,1,47799.15
3219,817,0,0,34,5,129278.43,1,0,0,165562.84
3220,735,0,0,31,3,119558.35,1,0,0,72927.68
3221,619,1,1,41,5,92467.58,1,1,0,38270.47
3222,671,0,0,27,5,0.0,2,0,0,120893.07
3223,581,2,1,31,6,0.0,2,1,0,188377.21
3224,690,2,0,36,10,0.0,2,1,0,55902.93
3225,579,2,0,56,4,99340.83,1,0,0,4523.74
3226,688,2,1,24,3,0.0,2,1,1,102195.16
3227,599,2,1,28,4,126833.79,2,1,0,60843.09
3228,729,1,0,29,5,109676.52,1,1,1,25548.47
3229,718,0,1,29,3,0.0,1,0,1,134462.29
3230,712,1,0,53,6,134729.99,2,1,1,132702.64
3231,474,0,0,37,3,98431.37,1,0,0,75698.44
3232,565,1,0,33,8,130368.31,2,1,0,105642.43
3233,658,0,1,31,7,123974.96,1,1,0,102153.75
3234,725,0,0,45,1,129855.32,1,0,0,24218.65
3235,825,0,0,40,6,132308.22,1,0,0,117122.5
3236,665,1,1,45,5,155447.65,2,1,0,51871.95
3237,670,2,0,35,2,124268.64,2,0,1,84321.03
3238,474,1,1,34,9,176311.36,1,1,0,160213.27
3239,591,0,0,40,2,99886.42,2,1,1,88695.19
3240,508,0,1,31,7,0.0,2,1,1,6123.15
3241,695,0,1,36,2,0.0,2,0,1,167749.54
3242,660,1,0,24,5,85089.3,1,1,1,71638.0
3243,687,1,0,41,10,134318.21,2,1,1,198064.52
3244,658,1,0,29,5,75395.53,2,0,1,54914.92
3245,705,1,1,33,5,116765.7,1,0,0,190659.17
3246,739,2,0,60,4,0.0,1,1,1,51637.67
3247,844,0,0,38,7,111501.66,1,1,1,119333.38
